Team,Type,Subtype,Period,Start Frame,Start Time [s],End Frame,End Time [s],From,To,Start X,Start Y,End X,End Y
Home,,,1,647,10.783333,,,,,0.428655,0.333216,,
Home,,,1,648,10.8,,,,,0.425911,0.333585,,
Home,,,1,649,10.816667,,,,,0.423167,0.333955,,
Home,,,1,650,10.833333,,,,,0.420423,0.334324,,
Home,,,1,651,10.85,,,,,0.417679,0.334693,,
Home,,,1,652,10.866667,,,,,0.414935,0.335062,,
Home,,,1,653,10.883333,,,,,0.412191,0.335372,,
Home,,,1,654,10.9,,,,,0.409447,0.335681,,
Home,,,1,655,10.916667,,,,,0.406703,0.33599,,
Home,,,1,656,10.933333,,,,,0.40396,0.336299,,
Home,,,1,657,10.95,,,,,0.401216,0.336608,,
Home,,,1,658,10.966667,,,,,0.398473,0.336918,,
Home,,,1,659,10.983333,,,,,0.395901,0.337376,,
Home,,,1,660,11.0,,,,,0.393329,0.337835,,
Home,,,1,661,11.016667,,,,,0.390758,0.338293,,
Home,,,1,662,11.033333,,,,,0.388186,0.338752,,
Home,,,1,663,11.05,,,,,0.385272,0.339211,,
Home,,,1,664,11.066667,,,,,0.382358,0.339671,,
Home,,,1,665,11.083333,,,,,0.379444,0.340131,,
Home,,,1,666,11.1,,,,,0.37653,0.34059,,
Home,,,1,667,11.116667,,,,,0.373788,0.341319,,
Home,,,1,668,11.133333,,,,,0.371046,0.342048,,
Home,,,1,669,11.15,,,,,0.368304,0.342776,,
Home,,,1,670,11.166667,,,,,0.365563,0.343505,,
Home,,,1,671,11.183333,,,,,0.362821,0.344234,,
Home,,,1,672,11.2,,,,,0.36122,0.34364,,
Home,,,1,673,11.216667,,,,,0.359619,0.343046,,
Home,,,1,674,11.233333,,,,,0.358017,0.342452,,
Home,,,1,675,11.25,,,,,0.357259,0.340477,,
Home,,,1,676,11.266667,,,,,0.356501,0.338501,,
Home,,,1,677,11.283333,,,,,0.355743,0.336526,,
Home,,,1,678,11.3,,,,,0.354984,0.334551,,
Home,,,1,679,11.316667,,,,,0.354226,0.332575,,
Home,,,1,680,11.333333,,,,,0.353468,0.3306,,
Home,,,1,681,11.35,,,,,0.35271,0.328625,,
Home,,,1,682,11.366667,,,,,0.351952,0.326649,,
Home,,,1,683,11.383333,,,,,0.351193,0.324674,,
Home,,,1,684,11.4,,,,,0.350435,0.322699,,
Home,,,1,685,11.416667,,,,,0.349974,0.320902,,
Home,,,1,686,11.433333,,,,,0.349514,0.319105,,
Home,,,1,687,11.45,,,,,0.349053,0.317309,,
Home,,,1,688,11.466667,,,,,0.348705,0.314613,,
Home,,,1,689,11.483333,,,,,0.348357,0.311916,,
Home,,,1,690,11.5,,,,,0.348123,0.309519,,
Home,,,1,691,11.516667,,,,,0.34789,0.307122,,
Home,,,1,692,11.533333,,,,,0.347656,0.304725,,
Home,,,1,693,11.55,,,,,0.346847,0.299932,,
Home,,,1,694,11.566667,,,,,0.346037,0.29514,,
Home,,,1,695,11.583333,,,,,0.345227,0.290346,,
Home,,,1,696,11.6,,,,,0.344418,0.285553,,
Home,,,1,697,11.616667,,,,,0.343608,0.28076,,
Home,,,1,698,11.633333,,,,,0.342798,0.275967,,
